kode_toko,nama_toko,kode_gudang,nama_gudang,kode_distributor,provinsi,year_month,total_volume,n_transactions,avg_daily_vol,year,month
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-06,68.89,5,13.778,2026,6
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-08,69.38,4,17.345,2026,8
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-09,132.32,6,22.05333333333333,2026,9
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-10,53.93,6,8.988333333333333,2026,10
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-11,68.14,6,11.356666666666667,2026,11
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-12,96.22,5,19.244,2026,12
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-01,0.63,1,0.63,2026,1
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-02,116.91,4,29.2275,2026,2
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-03,119.47999999999999,4,29.869999999999997,2026,3
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-04,21.27,2,10.635,2026,4
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-05,76.32,4,19.08,2026,5
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-06,47.37,5,9.474,2026,6
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-07,54.74,4,13.685,2026,7
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-08,24.4,2,12.2,2026,8
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-09,62.51,2,31.255,2026,9
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-10,55.4,3,18.466666666666665,2026,10
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-11,78.33,6,13.055,2026,11
TK-WH-1010-01-2,TB Makmur 2,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-12,5.79,1,5.79,2026,12
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-01,182.85,6,30.474999999999998,2026,1
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-02,15.28,1,15.28,2026,2
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-03,92.06,5,18.412,2026,3
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-04,44.480000000000004,4,11.120000000000001,2026,4
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-05,35.15,5,7.029999999999999,2026,5
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-06,31.56,5,6.311999999999999,2026,6
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-07,42.400000000000006,3,14.133333333333335,2026,7
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-08,53.09,4,13.2725,2026,8
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-09,1.77,2,0.885,2026,9
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-10,8.44,3,2.813333333333333,2026,10
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-11,29.98,6,4.996666666666667,2026,11
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-12,96.53,5,19.306,2026,12
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-01,123.44,3,41.14666666666667,2026,1
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-02,21.18,2,10.59,2026,2
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-03,85.38,3,28.459999999999997,2026,3
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-04,0.76,1,0.76,2026,4
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-05,123.93,6,20.655,2026,5
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-06,67.47,4,16.8675,2026,6
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-07,104.56,5,20.912,2026,7
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-08,22.67,2,11.335,2026,8
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-09,101.58,5,20.316,2026,9
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-10,29.92,4,7.48,2026,10
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-11,61.49,5,12.298,2026,11
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-12,24.71,2,12.355,2026,12
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-01,56.230000000000004,3,18.743333333333336,2026,1
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-02,3.0100000000000002,2,1.5050000000000001,2026,2
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-03,40.6,1,40.6,2026,3
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-04,3.2600000000000002,2,1.6300000000000001,2026,4
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-05,47.06,4,11.765,2026,5
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-06,148.44,5,29.688,2026,6
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-07,44.04,3,14.68,2026,7
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-08,81.0,4,20.25,2026,8
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-09,23.57,1,23.57,2026,9
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-10,11.44,2,5.72,2026,10
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-11,110.25,8,13.78125,2026,11
TK-WH-1010-01-3,TB Abadi 3,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-12,18.57,2,9.285,2026,12
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-01,62.81,6,10.468333333333334,2026,1
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-02,25.22,1,25.22,2026,2
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-03,39.17,7,5.595714285714286,2026,3
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-04,60.85,5,12.17,2026,4
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-05,23.66,3,7.886666666666667,2026,5
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-06,104.03,5,20.806,2026,6
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-07,134.16,6,22.36,2026,7
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-08,23.04,2,11.52,2026,8
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-09,8.61,2,4.305,2026,9
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-10,113.03999999999999,4,28.259999999999998,2026,10
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-11,34.03,6,5.671666666666667,2026,11
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-12,61.15,5,12.23,2026,12
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-01,61.07,4,15.2675,2026,1
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-03,31.56,2,15.78,2026,3
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-04,21.669999999999998,4,5.4174999999999995,2026,4
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-05,13.219999999999999,2,6.609999999999999,2026,5
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-06,42.160000000000004,5,8.432,2026,6
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-07,130.63,3,43.54333333333333,2026,7
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-08,30.02,3,10.006666666666666,2026,8
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-09,125.43,6,20.905,2026,9
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-10,86.63,5,17.326,2026,10
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-11,76.07,5,15.213999999999999,2026,11
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-12,23.020000000000003,3,7.673333333333335,2026,12
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-01,85.77,4,21.4425,2026,1
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-02,37.480000000000004,5,7.496,2026,2
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-03,16.31,2,8.155,2026,3
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-04,15.399999999999999,2,7.699999999999999,2026,4
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-05,36.769999999999996,3,12.256666666666666,2026,5
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-06,97.42,3,32.473333333333336,2026,6
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-07,46.9,4,11.725,2026,7
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-08,20.85,1,20.85,2026,8
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-09,30.990000000000002,2,15.495000000000001,2026,9
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-10,2.3499999999999996,2,1.1749999999999998,2026,10
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-11,119.64,9,13.293333333333333,2026,11
TK-WH-1010-01-4,TB Jaya 4,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-12,13.91,2,6.955,2026,12
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-01,42.29,6,7.048333333333333,2026,1
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-02,19.07,1,19.07,2026,2
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-03,107.07000000000001,5,21.414,2026,3
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-04,59.88,4,14.97,2026,4
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-05,43.74,3,14.58,2026,5
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-06,39.3,3,13.1,2026,6
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-07,107.42999999999999,5,21.485999999999997,2026,7
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-08,26.42,2,13.21,2026,8
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-09,18.54,2,9.27,2026,9
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-10,2.49,2,1.245,2026,10
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-11,23.799999999999997,6,3.9666666666666663,2026,11
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-12,35.18,4,8.795,2026,12
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-01,56.28,5,11.256,2026,1
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-03,189.2,4,47.3,2026,3
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-04,59.55,4,14.8875,2026,4
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-05,66.31,4,16.5775,2026,5
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-06,134.23000000000002,5,26.846000000000004,2026,6
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-07,98.83,4,24.7075,2026,7
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-08,45.57,4,11.3925,2026,8
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-09,45.19,5,9.038,2026,9
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-10,36.33,5,7.266,2026,10
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-11,83.62,6,13.936666666666667,2026,11
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-02,ACEH,2026-12,21.52,2,10.76,2026,12
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-01,67.16,3,22.386666666666667,2026,1
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-02,45.78,3,15.26,2026,2
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-03,63.78,3,21.26,2026,3
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-04,22.93,2,11.465,2026,4
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-05,37.22,3,12.406666666666666,2026,5
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-06,105.31,5,21.062,2026,6
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-07,64.98,4,16.245,2026,7
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-08,82.57000000000001,3,27.523333333333337,2026,8
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-09,30.86,2,15.43,2026,9
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-10,24.63,2,12.315,2026,10
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-11,68.06,6,11.343333333333334,2026,11
TK-WH-1010-01-5,TB Jaya 5,WH-1010-01,Gudang Aceh 01,SD-1010-03,ACEH,2026-12,63.93,4,15.9825,2026,12
TK-WH-1010-01-6,TB Makmur 6,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-01,46.85,5,9.370000000000001,2026,1
TK-WH-1010-01-6,TB Makmur 6,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-03,56.57,4,14.1425,2026,3
TK-WH-1010-01-6,TB Makmur 6,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-04,37.49,5,7.498,2026,4
TK-WH-1010-01-6,TB Makmur 6,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-05,57.21,5,11.442,2026,5
TK-WH-1010-01-6,TB Makmur 6,WH-1010-01,Gudang Aceh 01,SD-1010-01,ACEH,2026-06,120.91,4,30.2275,2026,6
