customer_code,customer_name,cluster_name,provinsi,kabupaten,distributor_code,distributor_name,salesman,brand,brand_group,year_month,total_volume_sales,total_volume_order,avg_stock,stockout_rate,avg_fill_rate,avg_stock_utilization,n_visits,avg_visit_dur_min,year,month
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman R43,Fonda,SIG,2026-12,81,154,233.0,0.0,52.5974025974026,26.297968397291193,1,43.0,2026,12
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman R95,Monolith,SIG,2026-06,76,110,280.0,0.0,69.0909090909091,82.84023668639054,1,27.0,2026,6
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman W22,Tecton,SIG,2026-04,18,20,495.0,0.0,90.0,44.918330308529946,1,35.0,2026,4
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman D29,Atlas,SIG,2026-03,18,184,192.0,0.0,9.782608695652174,12.516297262059975,1,16.0,2026,3
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman H59,TIDAR,INTP,2026-05,57,151,112.0,0.0,37.74834437086093,8.56269113149847,1,22.0,2026,5
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman I60,Monolith,SIG,2026-02,62,16,120.0,0.0,100.0,8.379888268156424,1,42.0,2026,2
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman R17,GAMA,INTP,2026-05,68,96,361.0,0.0,70.83333333333334,39.93362831858407,1,29.0,2026,5
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman U20,Vanguard,SIG,2026-11,71,187,408.0,0.0,37.967914438502675,31.874999999999996,1,42.0,2026,11
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman U46,Vanguard,SIG,2026-12,28,185,299.0,0.0,15.135135135135137,18.722604884157796,1,37.0,2026,12
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman X49,Tecton,SIG,2026-10,58,128,395.0,0.0,45.3125,111.26760563380283,1,39.0,2026,10
CUAtlas-101001-0,Toko Survey 101001 0,Bronze,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman Y24,Omnicore,SIG,2026-06,80,22,223.0,0.0,100.0,42.80230326295585,1,45.0,2026,6
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman B79,TIDAR,INTP,2026-04,73,112,27.0,0.0,65.17857142857143,1.9536903039073805,1,43.0,2026,4
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman E4,Primebase,SIG,2026-08,74,124,181.0,0.0,59.67741935483871,11.405166981726527,1,36.0,2026,8
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman K36,Omnicore,SIG,2026-11,77,176,443.0,0.0,43.75,87.3767258382643,1,30.0,2026,11
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman N65,GAMA,INTP,2026-11,25,88,132.0,0.0,28.40909090909091,9.43531093638313,1,15.0,2026,11
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman O66,GAMA,INTP,2026-10,16,177,88.0,0.0,9.03954802259887,9.57562568008705,1,26.0,2026,10
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman W100,TerraBlock,SIG,2026-11,76,177,451.0,0.0,42.93785310734463,44.04296875,1,18.0,2026,11
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman C28,TIDAR,INTP,2026-10,30,121,221.0,0.0,24.793388429752067,20.182648401826484,1,31.0,2026,10
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman J9,RAJASA,INTP,2026-08,10,186,368.0,0.0,5.376344086021505,26.398852223816355,1,39.0,2026,8
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman L37,Vanguard,SIG,2026-09,98,67,357.0,0.0,100.0,29.82456140350877,1,18.0,2026,9
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman S18,SANJAYA,INTP,2026-04,10,156,161.0,0.0,6.41025641025641,10.578186596583443,1,34.0,2026,4
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman S70,Monolith,SIG,2026-02,22,177,281.0,0.0,12.429378531073446,27.904667328699105,1,36.0,2026,2
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman Y76,TIDAR,INTP,2026-01,80,162,193.0,0.0,49.382716049382715,23.00357568533969,1,27.0,2026,1
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman A78,Tecton,SIG,2026-01,53,177,478.0,0.0,29.943502824858758,27.082152974504247,1,21.0,2026,1
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman D3,Atlas,SIG,2026-09,10,117,377.0,0.0,8.547008547008547,96.1734693877551,1,40.0,2026,9
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman I8,TerraBlock,SIG,2026-12,51,33,143.0,0.0,100.0,13.64503816793893,1,15.0,2026,12
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman K36,GAMA,INTP,2026-11,30,33,41.0,0.0,90.9090909090909,11.141304347826086,1,21.0,2026,11
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman T71,TerraBlock,SIG,2026-07,94,172,401.0,0.0,54.65116279069767,31.800158604282313,1,23.0,2026,7
CUAtlas-101001-1,Toko Survey 101001 1,Silver,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman X75,TerraBlock,SIG,2026-05,5,155,94.0,0.0,3.225806451612903,9.791666666666666,1,42.0,2026,5
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman C2,Tecton,SIG,2026-02,24,153,354.0,0.0,15.686274509803921,34.536585365853654,1,38.0,2026,2
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman R43,Primebase,SIG,2026-02,76,21,192.0,0.0,100.0,18.33810888252149,1,20.0,2026,2
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman Y24,TIDAR,INTP,2026-12,16,108,75.0,0.0,14.814814814814813,4.792332268370607,1,30.0,2026,12
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman C80,BINTA,INTP,2026-06,9,183,194.0,0.0,4.918032786885246,14.32791728212703,1,19.0,2026,6
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman E4,SANJAYA,INTP,2026-05,39,51,132.0,0.0,76.47058823529412,8.33859759949463,1,44.0,2026,5
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman H33,Kinetiq,SIG,2026-07,33,122,500.0,0.0,27.049180327868854,55.432372505543235,1,39.0,2026,7
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman O14,Vanguard,SIG,2026-05,8,33,334.0,0.0,24.242424242424242,21.618122977346278,1,32.0,2026,5
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman R95,Fonda,SIG,2026-11,68,182,154.0,0.0,37.362637362637365,37.93103448275862,1,31.0,2026,11
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman A78,BINTA,INTP,2026-01,92,58,11.0,0.0,100.0,0.5632360471070148,1,22.0,2026,1
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman B79,SANJAYA,INTP,2026-11,23,35,70.0,0.0,65.71428571428571,8.0,1,15.0,2026,11
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman M90,BINTA,INTP,2026-11,90,169,261.0,0.0,53.25443786982249,25.413826679649464,1,19.0,2026,11
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman N65,SANJAYA,INTP,2026-09,74,22,112.0,0.0,100.0,6.5458796025715955,1,24.0,2026,9
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman O40,SANJAYA,INTP,2026-09,30,100,378.0,0.0,30.0,100.26525198938991,1,20.0,2026,9
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman S96,Atlas,SIG,2026-10,50,70,225.0,0.0,71.42857142857143,18.189167340339534,1,39.0,2026,10
CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman U46,Primebase,SIG,2026-05,94,196,365.0,0.0,47.95918367346938,21.122685185185187,1,23.0,2026,5
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman B27,BINTA,INTP,2026-11,22,47,201.0,0.0,46.808510638297875,53.17460317460318,1,39.0,2026,11
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman C80,TIDAR,INTP,2026-04,18,31,496.0,0.0,58.06451612903226,57.60743321718932,1,15.0,2026,4
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman E4,Primebase,SIG,2026-11,11,14,469.0,0.0,78.57142857142857,63.292847503373814,1,37.0,2026,11
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman I34,RAJASA,INTP,2026-05,51,136,344.0,0.0,37.5,32.98178331735379,1,41.0,2026,5
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman K36,SANJAYA,INTP,2026-10,75,173,267.0,0.0,43.35260115606936,100.0,1,34.0,2026,10
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman K36,TIDAR,INTP,2026-12,45,175,37.0,0.0,25.71428571428571,3.5339063992359123,1,37.0,2026,12
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman L89,Omnicore,SIG,2026-10,77,184,269.0,0.0,41.84782608695652,13.558467741935484,1,23.0,2026,10
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman Q94,BINTA,INTP,2026-06,80,171,100.0,0.0,46.783625730994146,10.869565217391305,1,21.0,2026,6
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman T19,TerraBlock,SIG,2026-03,27,21,126.0,0.0,100.0,23.076923076923077,1,28.0,2026,3
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman V99,Primebase,SIG,2026-03,62,72,379.0,0.0,86.11111111111111,67.79964221824687,1,44.0,2026,3
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman Z51,TerraBlock,SIG,2026-09,57,81,493.0,0.0,70.37037037037037,89.63636363636364,1,18.0,2026,9
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman E4,SANJAYA,INTP,2026-07,45,188,483.0,0.0,23.93617021276596,34.54935622317596,1,42.0,2026,7
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman H59,Primebase,SIG,2026-06,70,155,237.0,0.0,45.16129032258064,14.886934673366833,1,17.0,2026,6
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman J87,Kinetiq,SIG,2026-02,82,70,198.0,0.0,100.0,26.541554959785525,1,23.0,2026,2
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman Q68,RAJASA,INTP,2026-08,94,102,164.0,0.0,92.15686274509804,25.665101721439747,1,18.0,2026,8
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman U72,Fonda,SIG,2026-02,97,53,347.0,0.0,100.0,37.03308431163287,1,44.0,2026,2
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman W48,Atlas,SIG,2026-11,68,50,297.0,0.0,100.0,20.28688524590164,1,34.0,2026,11
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman B27,Vanguard,SIG,2026-02,92,174,369.0,0.0,52.87356321839081,36.318897637795274,1,32.0,2026,2
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman H33,TerraBlock,SIG,2026-10,48,88,387.0,0.0,54.54545454545454,63.029315960912044,1,37.0,2026,10
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman N13,Primebase,SIG,2026-09,22,82,234.0,0.0,26.82926829268293,16.714285714285715,1,28.0,2026,9
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman Q42,GAMA,INTP,2026-10,70,60,95.0,0.0,100.0,8.47457627118644,1,17.0,2026,10
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman R43,SANJAYA,INTP,2026-04,87,134,432.0,0.0,64.92537313432835,41.103710751665076,1,30.0,2026,4
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman T97,Vanguard,SIG,2026-11,47,21,184.0,0.0,100.0,10.991636798088411,1,15.0,2026,11
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman V73,Tecton,SIG,2026-12,11,83,386.0,0.0,13.253012048192772,29.443173150266972,1,27.0,2026,12
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman W100,Vanguard,SIG,2026-10,67,85,498.0,0.0,78.82352941176471,27.666666666666668,1,32.0,2026,10
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman W48,SANJAYA,INTP,2026-04,76,22,323.0,0.0,100.0,40.98984771573604,1,22.0,2026,4
CUAtlas-101001-3,Toko Survey 101001 3,Super Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman X75,Atlas,SIG,2026-11,80,76,387.0,0.0,100.0,31.15942028985507,1,31.0,2026,11
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman D81,BINTA,INTP,2026-01,41,148,156.0,0.0,27.7027027027027,7.847082494969819,1,26.0,2026,1
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman G32,Tecton,SIG,2026-01,94,144,24.0,0.0,65.27777777777779,1.7830609212481425,1,41.0,2026,1
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman J35,Monolith,SIG,2026-09,89,42,24.0,0.0,100.0,1.4536644457904302,1,21.0,2026,9
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman O66,Atlas,SIG,2026-03,62,163,470.0,0.0,38.036809815950924,33.38068181818182,1,37.0,2026,3
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman O92,Fonda,SIG,2026-05,88,158,113.0,0.0,55.69620253164557,14.809960681520314,1,38.0,2026,5
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman Q68,Atlas,SIG,2026-03,85,63,466.0,0.0,100.0,40.87719298245614,1,25.0,2026,3
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-01,PT Distributor Aceh 01,Salesman S70,Omnicore,SIG,2026-01,59,28,97.0,0.0,100.0,18.762088974854933,1,24.0,2026,1
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman I60,GAMA,INTP,2026-06,58,24,196.0,0.0,100.0,21.802002224694107,1,39.0,2026,6
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman J61,Vanguard,SIG,2026-01,21,95,29.0,0.0,22.105263157894736,1.6075388026607538,1,38.0,2026,1
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman L37,RAJASA,INTP,2026-02,66,72,215.0,0.0,91.66666666666666,11.448349307774228,1,21.0,2026,2
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman L37,TerraBlock,SIG,2026-10,47,174,162.0,0.0,27.011494252873565,26.776859504132233,1,35.0,2026,10
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman N65,SANJAYA,INTP,2026-04,40,174,297.0,0.0,22.988505747126435,83.19327731092437,1,15.0,2026,4
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman P93,Primebase,SIG,2026-02,74,30,450.0,0.0,100.0,34.883720930232556,1,28.0,2026,2
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman P93,Vanguard,SIG,2026-12,79,145,422.0,0.0,54.48275862068965,48.842592592592595,1,45.0,2026,12
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-02,PT Distributor Aceh 02,Salesman S70,Fonda,SIG,2026-02,36,26,95.0,0.0,100.0,25.537634408602152,1,41.0,2026,2
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman B27,Tecton,SIG,2026-03,45,135,223.0,0.0,33.33333333333333,14.537157757496741,1,33.0,2026,3
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman D55,RAJASA,INTP,2026-01,74,152,41.0,0.0,48.68421052631579,2.42603550295858,1,20.0,2026,1
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman I34,BINTA,INTP,2026-11,76,61,213.0,0.0,100.0,18.733509234828496,1,35.0,2026,11
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman K10,TIDAR,INTP,2026-05,14,143,301.0,0.0,9.79020979020979,69.5150115473441,1,39.0,2026,5
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman T19,Kinetiq,SIG,2026-12,30,69,211.0,0.0,43.47826086956522,13.577863577863578,1,17.0,2026,12
CUAtlas-101001-4,Toko Survey 101001 4,Platinum,ACEH,KABUPATEN ACEH BESAR,SD-1010-03,PT Distributor Aceh 03,Salesman V73,Primebase,SIG,2026-09,39,99,370.0,0.0,39.39393939393939,20.739910313901344,1,40.0,2026,9
CUAtlas-101002-0,Toko Survey 101002 0,Super Platinum,ACEH,KOTA BANDA ACEH,SD-1010-01,PT Distributor Aceh 01,Salesman I34,RAJASA,INTP,2026-01,84,96,240.0,0.0,87.5,24.742268041237114,1,23.0,2026,1
CUAtlas-101002-0,Toko Survey 101002 0,Super Platinum,ACEH,KOTA BANDA ACEH,SD-1010-01,PT Distributor Aceh 01,Salesman I60,BINTA,INTP,2026-10,82,195,166.0,0.0,42.05128205128205,15.077202543142597,1,17.0,2026,10
